project_id,snapshot_id,state,district,project_type,project_cost,project_length_km,land_required_hectares,land_acquired_pct,land_pending_pct,private_land_pct,government_land_pct,forest_land_pct,affected_families,affected_landowners,vulnerable_households,compensation_awarded_amount,compensation_paid_amount,compensation_pending_amount,compensation_pending_pct,compensation_dispute_count,average_compensation_delay_days,legal_case_count,court_case_count,arbitration_case_count,ownership_dispute_count,notification_delay_days,approval_delay_days,survey_delay_days,document_completion_pct,interdepartmental_pending_count,rr_required,rr_completion_pct,families_relocated_pct,rr_grievances,possession_pct,row_available_pct,encumbrance_free_pct,public_objection_count,unresolved_grievances,stakeholder_response_rate,district_avg_resolution_days,agency_avg_delay_days,previous_project_delay_rate,days_since_notification,days_since_last_update,days_in_current_stage,acquisition_stage,actual_completion_delay_days,delayed_gt_90_days,delay_severity,most_likely_delay_stage,prediction_date,source_type,source_reference
P0012,P0012_S4,Maharashtra,Maharashtra_Dist_04,Highway,387.85,10.8,27.89,39.89,60.11,81.31,18.69,0.0,283,248,122,104.18,36.56,67.62,64.91,2,21.1,2,1,1,40,33,22,35,25.64,4,1,21.11,17.49,11,26.26,21.7,18.15,29,17,64.89,186.5,89.8,0.17,120,17,95,Compensation Disbursement,223,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0012,P0012_S5,Maharashtra,Maharashtra_Dist_04,Highway,387.85,10.8,27.89,55.28,44.72,81.31,18.69,0.0,283,248,122,60.57,33.2,27.37,45.19,2,52.1,8,5,3,16,12,20,10,52.34,2,1,36.22,28.0,11,41.78,34.78,33.94,26,8,67.63,105.8,117.4,0.43,150,17,75,Pre-Notification,393,1,critical,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0013,P0013_S1,Uttar Pradesh,Uttar Pradesh_Dist_08,Highway,167.54,34.28,57.56,6.22,93.78,79.06,20.94,0.0,788,891,213,30.24,1.47,28.77,95.14,0,92.5,2,0,2,66,49,17,31,10.0,4,1,0.0,0.0,17,0.0,0.0,0.0,24,6,77.91,141.4,113.4,0.31,30,29,109,Joint Measurement,292,1,critical,Legal Litigation,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P0013,P0013_S2,Uttar Pradesh,Uttar Pradesh_Dist_08,Highway,167.54,34.28,57.56,23.41,76.59,79.06,20.94,0.0,788,891,213,44.68,8.79,35.89,80.33,3,15.7,5,2,3,104,40,14,1,37.71,4,1,14.6,5.84,13,17.79,16.49,11.08,31,13,72.44,141.2,114.6,0.34,60,20,32,Compensation Disbursement,290,1,critical,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0013,P0013_S3,Uttar Pradesh,Uttar Pradesh_Dist_08,Highway,167.54,34.28,57.56,32.48,67.52,79.06,20.94,0.0,788,891,213,53.91,13.23,40.68,75.46,5,72.5,0,0,0,103,10,62,91,38.86,2,1,26.83,20.16,33,20.31,14.87,14.07,24,15,70.76,200.1,110.3,0.53,90,7,39,Compensation Disbursement,207,1,critical,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0013,P0013_S4,Uttar Pradesh,Uttar Pradesh_Dist_08,Highway,167.54,34.28,57.56,54.09,45.91,79.06,20.94,0.0,788,891,213,54.54,21.02,33.52,61.46,2,15.8,2,0,2,62,12,32,10,56.33,2,1,39.46,33.75,25,43.47,37.99,30.96,24,14,64.7,211.6,78.2,0.51,120,13,43,Joint Measurement,185,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0013,P0013_S5,Uttar Pradesh,Uttar Pradesh_Dist_08,Highway,167.54,34.28,57.56,70.18,29.82,79.06,20.94,0.0,788,891,213,41.01,20.65,20.36,49.65,3,20.9,1,0,1,92,32,15,41,62.2,2,1,51.42,48.51,22,56.61,49.53,49.03,16,8,80.35,136.4,86.1,0.53,150,6,29,Award Declaration,170,1,severe,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0014,P0014_S1,Telangana,Telangana_Dist_14,Highway,283.64,7.02,12.26,8.44,91.56,64.5,35.5,0.0,114,127,50,97.04,6.22,90.82,93.59,6,10.1,2,1,1,12,90,135,18,17.15,3,1,0.0,0.0,4,0.0,0.0,0.0,23,4,68.37,204.2,112.1,0.44,30,26,115,Joint Measurement,241,1,critical,Legal Litigation,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P0014,P0014_S2,Telangana,Telangana_Dist_14,Highway,283.64,7.02,12.26,26.05,73.95,64.5,35.5,0.0,114,127,50,42.57,10.76,31.81,74.72,3,52.1,0,0,0,5,22,19,24,12.65,4,1,8.45,0.93,2,11.62,10.14,4.7,15,8,82.68,102.7,132.2,0.28,60,23,33,Pre-Notification,203,1,critical,Utility Shifting,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0014,P0014_S3,Telangana,Telangana_Dist_14,Highway,283.64,7.02,12.26,38.1,61.9,64.5,35.5,0.0,114,127,50,85.84,30.97,54.87,63.92,1,22.5,1,0,1,7,14,91,15,41.58,1,1,32.39,25.12,4,31.52,23.27,19.14,19,6,73.79,206.6,131.7,0.39,90,26,84,Pre-Notification,247,1,critical,R&R Execution,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0014,P0014_S4,Telangana,Telangana_Dist_14,Highway,283.64,7.02,12.26,50.67,49.33,64.5,35.5,0.0,114,127,50,59.8,23.97,35.83,59.92,0,65.5,2,1,1,12,20,21,9,64.31,1,1,32.14,24.07,5,38.86,34.93,30.2,22,10,77.52,146.8,103.1,0.46,120,13,95,Possession Handover,134,1,severe,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0014,P0014_S5,Telangana,Telangana_Dist_14,Highway,283.64,7.02,12.26,72.92,27.08,64.5,35.5,0.0,114,127,50,48.36,30.12,18.24,37.72,2,120.9,3,1,2,6,17,23,96,85.85,6,1,65.47,57.61,4,65.92,65.67,58.96,16,9,77.13,182.0,90.2,0.44,150,10,118,Joint Measurement,138,1,severe,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0015,P0015_S1,Karnataka,Karnataka_Dist_03,Highway,166.82,20.41,83.18,28.62,71.38,77.0,23.0,0.0,1227,1242,394,55.25,11.13,44.12,79.86,0,35.8,0,0,0,10,29,16,32,26.77,2,1,13.34,10.02,15,21.76,12.32,7.19,17,5,89.6,240.8,77.6,0.19,30,28,96,Possession Handover,98,1,severe,Compensation Disbursement,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P0015,P0015_S2,Karnataka,Karnataka_Dist_03,Highway,166.82,20.41,83.18,42.09,57.91,77.0,23.0,0.0,1227,1242,394,57.68,21.04,36.64,63.52,0,10.3,1,0,1,12,40,39,19,46.67,1,1,28.16,26.44,57,39.2,34.9,29.33,14,6,95.0,218.2,115.2,0.33,60,20,84,Joint Measurement,15,0,minor,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0015,P0015_S3,Karnataka,Karnataka_Dist_03,Highway,166.82,20.41,83.18,57.88,42.12,77.0,23.0,0.0,1227,1242,394,53.92,30.71,23.21,43.05,0,7.6,3,1,2,14,34,20,0,47.57,4,1,42.79,33.02,17,55.77,51.43,50.69,14,5,92.92,250.0,124.5,0.41,90,14,64,Compensation Disbursement,87,0,moderate,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0015,P0015_S4,Karnataka,Karnataka_Dist_03,Highway,166.82,20.41,83.18,67.64,32.36,77.0,23.0,0.0,1227,1242,394,32.18,17.0,15.18,47.17,0,27.6,2,0,2,18,54,65,43,78.32,2,1,53.39,45.96,48,58.86,58.18,55.21,22,10,86.42,124.8,97.6,0.46,120,25,16,Compensation Disbursement,77,0,moderate,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0015,P0015_S5,Karnataka,Karnataka_Dist_03,Highway,166.82,20.41,83.18,90.6,9.4,77.0,23.0,0.0,1227,1242,394,39.29,29.64,9.65,24.56,0,78.4,0,0,0,6,10,27,1,100.0,0,1,74.13,70.03,44,85.22,83.63,82.35,8,4,90.27,185.4,94.1,0.42,150,7,82,Joint Measurement,-30,0,on_time,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0016,P0016_S1,Madhya Pradesh,Madhya Pradesh_Dist_09,Highway,126.43,24.65,96.98,15.2,84.8,83.41,16.59,0.0,3168,3726,785,41.12,4.57,36.55,88.89,2,89.4,4,2,2,133,34,9,29,10.0,1,1,7.72,7.7,122,3.68,0.0,0.0,9,2,77.56,197.0,70.5,0.24,30,13,42,Joint Measurement,247,1,critical,Compensation Disbursement,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P0016,P0016_S2,Madhya Pradesh,Madhya Pradesh_Dist_09,Highway,126.43,24.65,96.98,27.2,72.8,83.41,16.59,0.0,3168,3726,785,25.73,5.6,20.13,78.24,4,25.2,1,0,1,211,26,2,72,31.78,4,1,10.73,3.94,129,12.83,5.07,0.18,21,8,88.63,169.5,99.1,0.44,60,20,39,Compensation Disbursement,205,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0016,P0016_S3,Madhya Pradesh,Madhya Pradesh_Dist_09,Highway,126.43,24.65,96.98,47.49,52.51,83.41,16.59,0.0,3168,3726,785,24.11,8.45,15.66,64.95,1,78.6,1,0,1,184,32,1,8,60.7,1,1,35.3,33.48,125,34.47,29.01,21.16,15,10,78.63,157.1,93.8,0.39,90,27,76,Award Declaration,135,1,severe,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0016,P0016_S4,Madhya Pradesh,Madhya Pradesh_Dist_09,Highway,126.43,24.65,96.98,52.9,47.1,83.41,16.59,0.0,3168,3726,785,27.81,14.4,13.41,48.22,1,46.3,0,0,0,110,26,23,19,36.25,2,1,44.79,37.66,80,42.29,38.82,35.69,11,5,80.49,238.8,81.1,0.49,120,25,100,RR Execution,73,0,moderate,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0016,P0016_S5,Madhya Pradesh,Madhya Pradesh_Dist_09,Highway,126.43,24.65,96.98,71.97,28.03,83.41,16.59,0.0,3168,3726,785,33.85,18.41,15.44,45.61,2,7.7,1,0,1,188,24,31,25,59.97,2,1,54.58,49.95,66,61.46,53.22,52.71,19,5,70.47,169.6,113.4,0.48,150,28,60,Compensation Disbursement,97,1,severe,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0017,P0017_S1,Rajasthan,Rajasthan_Dist_14,Water/Irrigation,418.46,255.28,1001.69,21.05,78.95,86.47,13.53,0.0,23610,17320,4213,90.11,17.54,72.57,80.53,3,23.8,0,0,0,527,45,33,9,14.04,0,1,4.58,0.0,956,18.54,10.17,5.21,16,10,86.97,245.4,133.9,0.55,30,23,57,Compensation Disbursement,140,1,severe,Statutory Approvals,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P0017,P0017_S2,Rajasthan,Rajasthan_Dist_14,Water/Irrigation,418.46,255.28,1001.69,36.72,63.28,86.47,13.53,0.0,23610,17320,4213,94.5,28.16,66.34,70.2,2,30.7,3,2,1,816,13,79,2,31.0,2,1,22.06,12.32,302,27.51,20.03,13.55,14,3,76.9,269.5,85.5,0.33,60,24,108,Possession Handover,132,1,severe,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0017,P0017_S3,Rajasthan,Rajasthan_Dist_14,Water/Irrigation,418.46,255.28,1001.69,53.88,46.12,86.47,13.53,0.0,23610,17320,4213,136.55,64.4,72.15,52.84,1,60.7,0,0,0,737,2,10,61,45.0,5,1,36.88,28.03,354,49.27,47.11,41.58,16,10,86.69,162.2,98.2,0.29,90,25,26,RR Execution,68,0,moderate,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0017,P0017_S4,Rajasthan,Rajasthan_Dist_14,Water/Irrigation,418.46,255.28,1001.69,59.84,40.16,86.47,13.53,0.0,23610,17320,4213,81.97,41.24,40.73,49.69,0,8.2,0,0,0,771,103,23,8,57.37,2,1,51.35,50.05,478,53.22,46.48,45.98,10,6,73.92,174.0,123.8,0.2,120,10,24,Award Declaration,75,0,moderate,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0017,P0017_S5,Rajasthan,Rajasthan_Dist_14,Water/Irrigation,418.46,255.28,1001.69,81.12,18.88,86.47,13.53,0.0,23610,17320,4213,85.67,58.82,26.85,31.34,0,27.7,0,0,0,341,16,24,32,100.0,3,1,63.52,53.63,1076,74.29,72.34,68.42,18,7,87.58,163.0,115.9,0.49,150,22,30,Joint Measurement,75,0,moderate,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0018,P0018_S1,Maharashtra,Maharashtra_Dist_01,Highway,196.53,42.74,133.0,27.47,72.53,66.93,33.07,0.0,1889,1844,494,36.76,7.91,28.85,78.48,0,78.6,0,0,0,27,25,6,11,36.49,2,1,14.12,5.67,79,23.19,16.46,14.7,12,2,92.19,195.0,123.9,0.21,30,5,15,Award Declaration,102,1,severe,Compensation Disbursement,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P0018,P0018_S2,Maharashtra,Maharashtra_Dist_01,Highway,196.53,42.74,133.0,41.92,58.08,66.93,33.07,0.0,1889,1844,494,65.67,19.6,46.07,70.15,0,12.2,2,1,1,12,20,22,22,58.64,1,1,33.85,30.45,57,31.92,22.81,18.73,15,3,88.88,96.6,133.1,0.49,60,5,58,Pre-Notification,56,0,moderate,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0018,P0018_S3,Maharashtra,Maharashtra_Dist_01,Highway,196.53,42.74,133.0,59.89,40.11,66.93,33.07,0.0,1889,1844,494,33.87,17.9,15.97,47.15,0,21.5,1,0,1,11,44,10,28,61.88,3,1,54.6,46.33,58,47.81,45.47,42.71,12,6,95.0,161.8,67.8,0.26,90,17,66,Compensation Disbursement,66,0,moderate,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0018,P0018_S4,Maharashtra,Maharashtra_Dist_01,Highway,196.53,42.74,133.0,69.59,30.41,66.93,33.07,0.0,1889,1844,494,46.6,30.43,16.17,34.7,0,16.9,1,0,1,19,125,111,15,69.8,2,1,59.47,54.98,87,65.13,65.08,64.6,21,7,88.55,157.8,68.2,0.2,120,20,29,Award Declaration,4,0,minor,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0018,P0018_S5,Maharashtra,Maharashtra_Dist_01,Highway,196.53,42.74,133.0,93.94,6.06,66.93,33.07,0.0,1889,1844,494,43.5,37.89,5.61,12.9,0,5.1,1,0,1,20,59,69,4,100.0,1,1,78.71,69.21,29,82.4,76.08,71.41,14,3,86.15,187.5,91.7,0.43,150,12,24,Joint Measurement,2,0,minor,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0019,P0019_S1,Madhya Pradesh,Madhya Pradesh_Dist_11,Industrial Corridor,281.96,33.06,52.62,24.47,75.53,93.93,6.07,0.0,516,514,191,79.44,16.71,62.73,78.97,0,8.5,1,0,1,6,123,12,87,10.39,0,1,18.68,11.76,14,19.53,13.39,11.37,16,9,86.64,176.3,123.1,0.29,30,12,76,RR Execution,71,0,moderate,Compensation Disbursement,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P0019,P0019_S2,Madhya Pradesh,Madhya Pradesh_Dist_11,Industrial Corridor,281.96,33.06,52.62,42.0,58.0,93.93,6.07,0.0,516,514,191,69.48,27.79,41.69,60.0,0,74.4,1,0,1,4,80,5,67,40.63,2,1,29.87,25.79,8,31.47,21.76,17.26,18,7,92.28,143.7,94.5,0.18,60,23,34,Compensation Disbursement,81,0,moderate,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0019,P0019_S3,Madhya Pradesh,Madhya Pradesh_Dist_11,Industrial Corridor,281.96,33.06,52.62,61.56,38.44,93.93,6.07,0.0,516,514,191,88.23,47.99,40.24,45.61,0,5.0,0,0,0,6,32,2,12,62.79,1,1,50.27,48.59,23,52.32,50.01,45.99,22,11,89.2,129.2,132.6,0.45,90,22,83,RR Execution,-20,0,on_time,Utility Shifting,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0019,P0019_S4,Madhya Pradesh,Madhya Pradesh_Dist_11,Industrial Corridor,281.96,33.06,52.62,74.85,25.15,93.93,6.07,0.0,516,514,191,42.75,31.45,11.3,26.43,0,65.8,1,0,1,5,9,92,6,58.69,5,1,66.34,64.23,22,62.18,57.77,56.71,14,5,90.05,125.4,45.8,0.23,120,14,97,RR Execution,-19,0,on_time,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0019,P0019_S5,Madhya Pradesh,Madhya Pradesh_Dist_11,Industrial Corridor,281.96,33.06,52.62,87.25,12.75,93.93,6.07,0.0,516,514,191,94.0,76.51,17.49,18.61,0,37.5,1,0,1,6,12,65,1,87.65,0,1,78.73,70.43,24,81.29,78.64,76.4,12,7,86.18,164.5,55.3,0.15,150,7,73,Compensation Disbursement,-21,0,on_time,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0020,P0020_S1,Bihar,Bihar_Dist_07,Highway,237.45,7.87,23.35,16.17,83.83,71.13,28.87,0.0,269,257,56,46.15,5.93,40.22,87.15,0,4.2,0,0,0,11,10,13,10,12.82,5,1,2.88,0.72,4,10.32,1.21,0.0,18,7,81.81,176.4,97.8,0.29,30,6,27,Joint Measurement,189,1,critical,R&R Execution,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P0020,P0020_S2,Bihar,Bihar_Dist_07,Highway,237.45,7.87,23.35,31.36,68.64,71.13,28.87,0.0,269,257,56,51.64,12.85,38.79,75.12,0,5.3,3,1,2,6,1,42,19,38.82,0,1,23.82,20.3,10,22.77,16.39,8.51,18,7,67.44,241.6,117.6,0.35,60,20,60,Pre-Notification,139,1,severe,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0020,P0020_S3,Bihar,Bihar_Dist_07,Highway,237.45,7.87,23.35,43.25,56.75,71.13,28.87,0.0,269,257,56,64.26,23.82,40.44,62.93,0,30.5,0,0,0,13,47,36,17,42.93,0,1,33.93,33.0,13,39.49,37.97,30.85,23,4,85.62,177.8,119.0,0.41,90,19,51,Compensation Disbursement,66,0,moderate,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0020,P0020_S4,Bihar,Bihar_Dist_07,Highway,237.45,7.87,23.35,57.23,42.77,71.13,28.87,0.0,269,257,56,68.93,28.96,39.97,57.99,1,23.8,0,0,0,11,49,73,16,69.12,4,1,40.14,34.22,4,54.91,51.28,46.91,19,11,87.74,215.2,107.5,0.55,120,28,103,Joint Measurement,100,1,severe,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0020,P0020_S5,Bihar,Bihar_Dist_07,Highway,237.45,7.87,23.35,73.24,26.76,71.13,28.87,0.0,269,257,56,71.54,37.96,33.58,46.94,0,26.3,0,0,0,14,54,5,3,89.26,4,1,54.83,48.38,5,67.36,58.45,58.34,13,3,82.82,217.0,78.9,0.42,150,9,105,Joint Measurement,100,1,severe,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0021,P0021_S1,Bihar,Bihar_Dist_12,Highway,761.15,98.08,439.93,50.45,49.55,72.05,27.95,0.0,7402,6312,2004,218.02,87.4,130.62,59.91,0,45.0,0,0,0,75,36,56,51,73.06,1,1,45.06,42.21,205,40.43,31.93,30.36,9,4,95.0,145.9,92.1,0.17,30,11,65,Compensation Disbursement,-30,0,on_time,Statutory Approvals,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P0021,P0021_S2,Bihar,Bihar_Dist_12,Highway,761.15,98.08,439.93,68.11,31.89,72.05,27.95,0.0,7402,6312,2004,120.5,69.72,50.78,42.14,0,42.8,3,1,2,72,18,8,30,75.69,3,1,58.37,57.8,300,56.98,53.67,48.26,14,5,95.0,174.5,77.0,0.38,60,19,71,Award Declaration,-30,0,on_time,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0021,P0021_S3,Bihar,Bihar_Dist_12,Highway,761.15,98.08,439.93,75.78,24.22,72.05,27.95,0.0,7402,6312,2004,191.19,108.46,82.73,43.27,1,23.0,0,0,0,57,14,43,14,75.52,4,1,63.62,57.6,246,68.56,65.18,64.17,14,7,95.0,266.6,119.8,0.5,90,7,22,Joint Measurement,-30,0,on_time,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0021,P0021_S4,Bihar,Bihar_Dist_12,Highway,761.15,98.08,439.93,91.32,8.68,72.05,27.95,0.0,7402,6312,2004,252.4,188.75,63.65,25.22,0,7.4,1,0,1,90,42,35,44,100.0,0,1,79.17,72.87,319,79.13,76.36,68.83,10,6,95.0,147.5,87.5,0.36,120,9,44,Compensation Disbursement,-30,0,on_time,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0021,P0021_S5,Bihar,Bihar_Dist_12,Highway,761.15,98.08,439.93,96.19,3.81,72.05,27.95,0.0,7402,6312,2004,258.87,175.95,82.92,32.03,0,75.8,0,0,0,59,30,19,1,100.0,1,1,84.55,84.07,316,83.45,77.57,74.75,19,11,95.0,229.6,104.3,0.39,150,27,30,RR Execution,-30,0,on_time,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0022,P0022_S1,Maharashtra,Maharashtra_Dist_09,Highway,95.45,82.07,321.88,8.66,91.34,83.33,16.67,0.0,9851,9570,2582,25.73,1.82,23.91,92.93,4,6.8,0,0,0,698,160,15,7,10.0,2,1,0.0,0.0,305,0.79,0.0,0.0,19,12,78.75,224.7,117.6,0.17,30,17,57,Compensation Disbursement,239,1,critical,Compensation Disbursement,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P0022,P0022_S2,Maharashtra,Maharashtra_Dist_09,Highway,95.45,82.07,321.88,21.52,78.48,83.33,16.67,0.0,9851,9570,2582,27.12,5.21,21.91,80.79,2,24.9,1,0,1,752,43,21,12,23.25,3,1,9.39,0.17,127,15.87,12.37,6.11,15,6,73.76,156.1,116.9,0.44,60,5,33,Award Declaration,190,1,critical,Statutory Approvals,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0022,P0022_S3,Maharashtra,Maharashtra_Dist_09,Highway,95.45,82.07,321.88,40.21,59.79,83.33,16.67,0.0,9851,9570,2582,25.17,7.26,17.91,71.16,2,65.4,2,0,2,585,15,58,30,65.99,3,1,25.37,23.38,222,35.29,34.6,27.98,16,3,69.61,229.1,76.4,0.23,90,12,59,Award Declaration,249,1,critical,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0022,P0022_S4,Maharashtra,Maharashtra_Dist_09,Highway,95.45,82.07,321.88,51.31,48.69,83.33,16.67,0.0,9851,9570,2582,22.32,10.08,12.24,54.84,1,37.3,2,1,1,987,10,31,2,64.84,3,1,45.97,37.35,325,37.73,31.76,25.28,18,11,85.43,129.2,97.2,0.26,120,16,118,Joint Measurement,189,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0022,P0022_S5,Maharashtra,Maharashtra_Dist_09,Highway,95.45,82.07,321.88,68.05,31.95,83.33,16.67,0.0,9851,9570,2582,26.07,12.85,13.22,50.71,0,39.3,1,0,1,898,4,48,27,54.7,2,1,60.74,51.88,279,58.71,52.08,46.65,22,14,73.44,198.0,78.2,0.49,150,28,27,Compensation Disbursement,128,1,severe,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0023,P0023_S1,Rajasthan,Rajasthan_Dist_09,Industrial Corridor,128.33,15.59,68.95,39.46,60.54,75.51,24.49,0.0,1116,1217,423,44.03,14.21,29.82,67.73,0,50.1,2,1,1,9,16,41,34,39.45,1,1,22.71,13.62,27,27.69,18.72,11.95,13,3,93.22,140.4,89.1,0.25,30,20,97,RR Execution,63,0,moderate,Utility Shifting,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P0023,P0023_S2,Rajasthan,Rajasthan_Dist_09,Industrial Corridor,128.33,15.59,68.95,55.96,44.04,75.51,24.49,0.0,1116,1217,423,23.01,11.68,11.33,49.24,1,46.7,1,0,1,15,59,5,76,56.65,3,1,36.77,33.64,49,52.25,45.2,39.26,17,10,95.0,252.3,81.2,0.22,60,15,56,Award Declaration,15,0,minor,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0023,P0023_S3,Rajasthan,Rajasthan_Dist_09,Industrial Corridor,128.33,15.59,68.95,71.17,28.83,75.51,24.49,0.0,1116,1217,423,32.37,20.3,12.07,37.29,1,82.1,2,1,1,14,3,20,54,86.82,1,1,52.04,49.06,45,64.06,62.67,62.58,13,4,95.0,71.1,113.6,0.5,90,29,52,Pre-Notification,-30,0,on_time,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0023,P0023_S4,Rajasthan,Rajasthan_Dist_09,Industrial Corridor,128.33,15.59,68.95,89.65,10.35,75.51,24.49,0.0,1116,1217,423,32.85,24.75,8.1,24.66,1,14.6,0,0,0,14,41,14,46,70.53,1,1,79.0,73.29,32,76.44,75.39,70.96,15,9,95.0,216.0,99.3,0.24,120,5,102,Joint Measurement,-30,0,on_time,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0023,P0023_S5,Rajasthan,Rajasthan_Dist_09,Industrial Corridor,128.33,15.59,68.95,81.46,18.54,75.51,24.49,0.0,1116,1217,423,38.35,28.53,9.82,25.61,0,11.9,1,0,1,7,18,53,29,88.45,2,1,68.44,68.06,47,75.29,69.67,67.43,14,4,95.0,225.6,92.8,0.28,150,14,65,Pre-Notification,-30,0,on_time,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0024,P0024_S1,Andhra Pradesh,Andhra Pradesh_Dist_07,Highway,278.05,25.31,67.01,5.0,95.0,93.76,6.24,0.0,1870,1811,751,59.2,2.67,56.53,95.49,4,83.4,2,0,2,200,52,25,14,10.0,2,1,0.0,0.0,19,0.0,0.0,0.0,28,18,63.08,243.2,131.1,0.23,30,21,115,RR Execution,342,1,critical,Legal Litigation,2026-03-30,synthetic_calibrated,SIH2026_GEN_SEED_42
P0024,P0024_S2,Andhra Pradesh,Andhra Pradesh_Dist_07,Highway,278.05,25.31,67.01,12.62,87.38,93.76,6.24,0.0,1870,1811,751,78.6,7.3,71.3,90.71,4,32.6,6,3,3,207,41,45,16,23.86,8,1,0.0,0.0,65,0.0,0.0,0.0,23,15,71.28,211.4,138.0,0.52,60,20,55,Award Declaration,413,1,critical,Compensation Disbursement,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
P0024,P0024_S3,Andhra Pradesh,Andhra Pradesh_Dist_07,Highway,278.05,25.31,67.01,27.7,72.3,93.76,6.24,0.0,1870,1811,751,67.98,15.32,52.66,77.46,3,57.6,3,1,2,214,19,50,6,42.47,4,1,21.03,15.33,62,16.41,14.01,10.46,24,15,60.14,222.8,57.7,0.51,90,8,96,Award Declaration,315,1,critical,Legal Litigation,2026-04-01,synthetic_calibrated,SIH2026_GEN_SEED_42
